id,title,upload_date,type,track_id
Qk9ln355wlc,Leia (yuyoyuppe) cover by Hoshimachi Suisei【Hololive/星街すいせい】,2021-09-18,4,
WAKJyqYk7Yc,Angelfish (Cover) By Suisei Hoshimachi and Amane Kanata,2020-08-18,4,
gCiz-3l9Caw,【星街すいせい・戌亥とこ】 砂上ノ楼閣/ Valkyrie【歌切り抜き】(2020/03/15) Hoshimachi Suisei/Inui Toko,2021-05-22,4,
JTFhCvxq3cE,Sui-chan - Fuyuzora Precious,2020-07-26,4,
x17mr-iWcCs,【星街すいせい】祭夜絵巻/紅月 【歌切り抜き】(2020/01/02) Hoshimachi Suisei,2021-05-22,4,
K6y1CHLQqCA,【星街すいせい】 少年少女モラトリアムサヴァイヴ/ 西沢さんP【歌切り抜き】 (2019/12/15) Hoshimachi Suisei,2021-05-22,4,
ebqWoRvFPo4,【星街すいせい】礼賛歌/ Valkyrie【歌切り抜き】 (2019/12/13) Hoshimachi Suisei,2021-05-22,4,
74FhKG98520,"(Hololive Archive)【ホロライブ】「ジングルベル」を3人で歌ってみた【夜空メル×戌神ころね×大神ミオ】- Mel, Korone, and Mio sing Jingle Bells",2020-12-25,4,
ZwjUkidqGbU,【ホロライブ】「ジングルベル」を3人で歌ってみた【夜空メル×戌神ころね×大神ミオ】,2019-12-26,1,
yNEZza6csPQ,【好きって言って！】『おじゃま虫』を2人で歌ってみた♡【夜空メル×童田明治】[Archive],2021-04-23,4,
It7Cde_kADc,【好きって言って！】『おじゃま虫』を2人で歌ってみた♡【夜空メル×童田明治】,2019-09-11,1,
I6EN2Uo38O8,【周防パトラ×夜空メル】『DANZEN!ふたりはプリキュア』を２人で歌ってみた❤【ハニスト×ホロライブ】[Archive],2021-04-23,4,
hTYGZWDiVIA,【周防パトラ×夜空メル】『DANZEN!ふたりはプリキュア』を２人で歌ってみた❤【ハニスト×ホロライブ】,2019-06-09,1,
CLOiomTlPLg,"【MV】さようなら、花泥棒さん / Sayounara, Hanadoroubou-san《Yozora Mel》",2021-06-05,4,
aDJRQVpq0p8,夜空メル Snow Song Show (B站搬運),2021-04-17,4,
21AyxKg3-2M,『１３日の金曜日！』ハム＆ナゴwithフブキ【オリジナル即興ソング】,2019-12-15,0,
gRr4fDVpw2c,【ゆるキャン△EDver】ふゆびより/白上フブキ【歌ってみた】,2020-02-04,1,
NJSH0McCpwI,【世話やきキツネの仙狐さん】もっふもふ DE よいのじゃよ TV ver./白上フブキ【歌ってみた】,2019-07-03,1,
V6RROopwuOg,ビターチョコデコレーション／ 白上フブキ,2020-01-06,1,
pFgUluV_00s,Say!ファンファーレ!/白上フブキ【オリジナル曲】,2020-01-23,0,
R_gGlLTA3VM,StaRt/Mrs. GREEN APPLE：白上フブキ(1Chorus),2020-06-14,1,
q6pJ3mlYYEY,【即興オリ曲】こじらせバレンタイン【ホロライブ/白上フブキ】,2021-02-14,0,
dPX0_IEXVRo,シル・ヴ・プレジデント／白上フブキ(Cover),2021-12-05,1,
RrsGNMMghKM,【水着で踊る特別版MV】VTuber事務所「ホロライブ」公式曲第1弾『ShinySmilyStory』試聴動画 【 #ホロライブサマー 】,2019-08-15,3,
m1mbRCgWO90,ガヴリールドロップキック / covered by 犬山たまき×神楽めあ×湊あくあ×白上フブキ,2020-01-14,1,
LlwxRcUFNV8,【Vtuber６人で】バレンタイン・キッス 歌ってみた 【日ノ隈らん / あにまーれ】,2020-02-14,1,
uqQLrla5pDI,【オリジナルソング】ミルクティー,2019-02-15,1,
0yeg4XkzrMI,【ロッテCM曲】VTuber17名で「ベイビーアイラブユーだぜ」をやってみた【ぴろぱる】,2018-12-25,1,
BMBK0qEtPTw,【VTuber28人合唱】Vital-バイタル-【オリジナル曲】,2019-11-30,0,
V8aGtJURz88,【にじさんじ×ホロライブ】『お願いマッスル』/白上フブキ＆舞元啓介【歌ってみた】,2019-08-19,1,
ltUNmsplViI,鈍感彼氏/白上フブキ【カバーソング】,2020-02-14,1,
gekKWg0yoOE,【アカペラ】夜に駆けるFUBUKI,2020-08-14,1,
gAzvqsE81xA,[1.Chorus:アカペラ]君の虜になってしまえばきっと…/summertime　cinnamons × evening cinema,2020-09-16,1,
r4yV5Qujcag,【アカペラ】白金ディスコ:1Chorus【白上フブキ/ホロライブ】,2020-10-21,1,
Rpl2x8c5ZoU,【アカペラ】小さな恋のうた:1Chorus【白上フブキ/ホロライブ】,2020-10-31,1,
6qESBvBUqus,SoundHorizon「朝までハロウィン」(Cover)/ 角巻わため ×白上フブキ ×不知火フレア【#バカタレ共】,2020-11-01,1,
49hhGHTKHLs,【歌ってみた】チューリングラブ/ナナヲアカリ(1Chorus Cover)【白上フブキ/荒咬オウガ/影山シエン】,2021-01-16,1,
AW7HXLmSdQA,【歌ってみた】終端の王と異世界の騎士 〜The Endia & The Knights〜 ／ Sound Horizon【朝ノ瑠璃／戌亥とこ／奏みみ／白上フブキ／ドーラ／富士葵】,2020-11-14,1,
axZ9LYMvrPo,【歌ってみた】MOON PRIDE / ももいろクローバーZ【朝ノ瑠璃×戌亥とこ×白上フブキ×樋口楓×宝鐘マリン】美少女戦士セーラームーンCrystal OPテーマ / SailorMoon,2020-08-17,1,
Lhu7zb1hers,Gimme吟味virtuaる最高star!!!! feat. さくらみこ・白上フブキ・夏色まつり・宝鐘マリン /sasakure.UK,2021-02-25,0,
a0SG81WgSWw,"Gimme吟味virtuaる最高star!!!! (feat. さくらみこ, 白上フブキ, 夏色まつり &...",2021-02-24,2,
6Wbto57VKWk,うまぴょい伝説 /Cover ホロライブ,2021-10-03,1,
rzV_EmHIvlo,ファンサ／角巻わため(Cover),2021-10-13,1,
5RsoRC9t3no,おこちゃま戦争/白上フブキ&荒咬オウガ(Cover),2021-10-17,1,
cbKfZy5Jpgk,Monster - 嵐／OKFAMS cover.,2021-10-29,1,
Mb2oMO-SK7w,【ロボ子さん・白上フブキ】嗚呼素晴らしきニャン生【ドーラ・鷹宮リオン】,2018-11-30,1,
bo-d5DD-qnY,FOX KAWAII SONG,2020-08-10,1,
rOzbIC_DRtA,【アカペラ】恋の三角海域SOSに飲み込まれたFUBUKI,2020-08-16,1,
Maj14yvt1Cs,今日の日はさよなら/アカペラ,2021-02-06,1,
1mDi07WK79g,ねぇ、好きって言って。,2021-01-28,1,
PRIRp-Put2g,香水/1Chorus[アカペラ],2021-01-18,1,
ow8IsNE5HCg,PERFECT CLAP,2021-01-12,1,
5FCC1VaOrK0,お正月じゃい,2020-12-30,1,
bpSFBIA2fGw,寝れない皆へこもりうた,2020-12-21,6,
gyzegaciV2s,｢アカペラ｣WILD CHALLENGER/ボボボーボ・ボーボボ｢1Chorus｣,2020-12-10,1,
Vh2mf8wDbHs,うまうまっあー！,2020-12-04,1,
iix0fCbyfZs,Do you know.ジョジョ～その血の運命～?[JOJOFUBUKI],2020-08-12,1,
-PPay9D1CSQ,ヴィーナス白上のアカペラ,2020-08-11,1,
vYUWNHCv6DU,SPARKING!FUBUKI!!!,2020-08-14,1,
TYNSB9qYY5A,I'm Scatman Fubuki (Reupload),2021-04-18,4,
Y1So82y91Yw,Im Scatman 3DDANCE,2019-10-12,1,
UZnIHM2dQvA,Astronomia FUBUKIDANCE,2020-04-22,1,
Us_V4F6uBoo,最終鬼畜狐,2020-02-28,1,
aD6AHFpUEuU,朝までハロウィン.short /SoundHorizon,2019-11-06,6,
nu1s8Ph5nwM,輪廻るセカイと罪ノ果実 (feat. アキ・ローゼンタール),2020-05-08,2,
msUQKpfD9pw,FINE!! (feat. 白上フブキ),2020-03-22,2,
M6YIxNOmMoE,Call Our Name (feat. 白上フブキ),2020-03-22,2,
PVgxBPStdzg,Play the Game (feat. 白上フブキ),2020-03-22,2,
NNT0MV2Tsxo,Brand New Life,2019-09-03,2,
CfjVAXU486I,ねぇ…,2019-09-03,2,
WwtwOt9kXDo,April,2019-09-03,2,
2lqn9oDOBsU,March Bossa,2019-09-03,2,
6oWSJ7YfvEk,FAMS,2019-09-03,2,
0ExV_DybnhA,Petit Swing,2019-09-03,2,
upq3oD3L1TU,TOKIWA,2019-09-03,2,
XnHO5oVGosQ,Sweeping,2019-09-03,2,
uc7I72C1giU,【誕生日に】バーモント・キッス/相対性理論 (K's Remix) - feat. ロボ子さん【歌ってみた】,2020-03-23,1,
dHnFHQSGK3Q,ルーザーガール / ツユ (Covered by 夏色まつり)【オリジナルMV】,2021-07-25,1,
-ivI-Vb920I,【オリジナル曲】HiHiハイテンション!,2021-07-22,0,
yXUPlFjikr0,太陽になれるかな / ツユ (Covered by 夏色まつり),2021-06-25,1,
Ru7OFsuHa8s,くらべられっ子 / ツユ (Covered by 夏色まつり),2021-05-26,1,
2ys9IS5r9yA,空色デイズ Sorairo Days / 中川翔子 (Covered by 夏色まつり＆Gawr Gura),2021-03-30,1,
VbLsb2t1qzI,チューリングラブ / ナナヲアカリ feat. Sou (Covered by 律可&夏色まつり),2021-01-20,1,
MZm_Xy2zJq8,「ぼくの夢、メチャクソ無限湧き」ARuFa / 夏色まつりcover,2020-06-27,1,
1-WEQGg,君と眺める夏の花 / 夏色まつり【オリジナル曲】,2020-06-20,0,
phGUYXm1e_I,Colorful World / 夏色まつりcover ( 1cho.ver ),2020-06-14,1,
Z-q5aJm0UJE,DADDY ! DADDY ! DO ! / 鈴木雅之 feat. 鈴木愛理 (Covered by 律可&夏色まつり),2020-05-15,1,
1KyLE_Ejf-U,Preserved Roses / T.M.Revolution×水樹奈々(Covered by 夏色まつり&律可),2020-04-18,1,
9nD7aQ_cKAM,【兎田ぺこら/さくらみこ】バレンタイン・キッス　歌ってみた【宝鐘マリン/夏色まつり】,2020-02-14,1,
j84IEsVYGyE,白日 / King Gnu (Covered by 夏色まつり&律可),2019-12-01,1,
kUxl0rkmD08,[Anime?] Death Should Not Have Taken Thee! Cover [Natsuiro Matsuri x Nakiri Ayame / hololive],2019-12-30,1,
MNcnT8wBcdw,心做し / 夏色まつり cover【オリジナルPV/4K】,2019-12-13,1,
hRGU2UEh3Qo,マリーゴールド(あいみょん) / 夏色まつり cover,2019-10-06,1,
C4IATezjOoI,アカリがやってきたぞっ / 夏色まつり【歌ってみた】,2019-09-12,1,
d71E3pHzibw,夏祭り / 赤井はあと×夏色まつり【歌ってみた】,2019-09-06,1,
TT6gTs2B1Uw,Kataomoi (Aimer) / Natsuiro Matsuri cover,2019-06-25,1,
0Dr_qvnXJPE,君の知らない物語(supercell) / 夏色まつり cover【アコギver】,2019-08-31,1,
z2pWWKSPofA,【Singing】Sweet Magic 【Natsuiro Matsuri x Murasaki Shion】,2019-03-14,1,
kMPx3AHvwtA,【歌ってみた】お願いダーリン ／夏色まつり,2019-02-14,1,
nZ-g1pPNfts,【歌ってみた】好き！雪！本気マジック ／夏色まつり,2018-12-25,1,
xpUQ-5dSJTk,【HoneyWorks】ファンサ／夏色まつり cover,2019-08-03,1,
-wV0AH0u8ik,楓 / スピッツ (Covered by 夏色まつり&律可),2020-09-15,1,
JonQ09L2N0U,ワタシノテンシ / 夏色まつり cover【オリジナルPV】,2020-10-10,1,
IpO7fxGw5V8,「風吹けば恋」short ver. -IMAGINATION vol.3 収録-,2020-10-17,1,
Pw6X2mocMRQ,月曜日の憂鬱 / 夏色まつり cover,2020-10-18,1,
f4dJFe4MGcs,KING／夏色まつり cover【歌ってみた】,2021-01-10,1,
Mm8Ej2xG_O8,SummerTime / cinnamons × evening cinema(Covered by 夏色まつり&夕刻ロベル),2021-08-18,1,
ZGYT1x4bNUo,シンデレラ/夏色まつり(cover),2021-09-30,1,
R9E1wQDkJh4,【08/18】アヤノの幸福理論 Ayano's Happiness Theory — Natsuiro Matsuri【ENG/JP Lyrics】【夏色まつり／hololive ENGSUB】,2021-11-25,4,
1mOL7Hi46h8,【歌ってみた】未練レコード Miren Record / Wistful Record／夏色まつり【ときのそら × 40mP】,2018-11-13,1,
BKDn2c8RW8I,【歌ってみた】未練レコード Miren Record / Wistful Record／夏色まつり【ときのそら × 40mP】,2021-07-08,4,
LQRiuO05RM4,【夏色まつり】君と眺める夏の花【VTuberイメージソング】,2018-07-21,0,
dezfnxL_7ZQ,Hotto Dogu song 🌭,2020-09-23,1,
gAEMHSZ1MeE,matsuri Hotto Dogu song 🌭,2020-09-26,4,
LPpDDSajl1M,ヤングドーナツのうた / #夏色吹雪 cover,2020-07-22,1,
ufZmpbMAotI,カブトムシ 1cho.ver/aiko(Covered by 夏色まつり&律可),2020-03-16,1,
ay-DgY2YJNU,[Hololive Cover Archive] Natsuiro Matsuri 夏色まつり - Ohimesama ni naritaino! おひめさまになりたいのッ！,2020-10-18,4,
M54lWfRQgz8,【白上吹雪生日プレゼント】そばにいて - 夏色まつりcover,2021-03-26,4,
rfWJnfbMj94,【夏色まつり】Summer Color Festival!!!【VTuberイメージソング】,2019-07-20,1,
Tx53pccq79w,Natsuiro Matsuri - Onegai Muscle (Cover),2020-08-02,4,
RnUEK9-7xvs,Ai Kotoba Ⅲ by Natsuiro Matsuri,2020-09-01,4,
49MkAi_0GLQ,君と眺める夏の花 (feat. 夏色まつり),2021-08-25,2,
vVmDxLy0uFY,HiHiハイテンション！,2021-07-22,2,
wtzsiwOTGGA,チチンプイプイ/夏色まつり(cover),2021-12-13,1,
UXQDUhSr8nU,シネマ / 星街すいせい×奏手イヅル×アステル･レダ(Cover),2021-12-13,1,
T3VxM1ae9uM,daze/じん ft.メイリア from GARNiDELiA//アキ・ローゼンタール(cover),2021-10-11,1,
QP-caiSnm2Q,BLACK SHOUT/Roselia【 Coverd by ロボ子さん&アキロゼ】,2021-06-29,1,
eN--w_NA6hs,【Original】ヒロインオーディション 3DMV【ホロライブ/アキ・ローゼンタール,2021-03-17,0,
S6kXAzNbG-4,【Belly Dance Akirose】月と太陽のめぐり【ホロライブ/ #アキロゼ】,2021-03-23,1,
3y5-Fl2ExIA,【ローゼンメイデン】聖少女領域/coverd Aki Rosenthal【歌ってみた/4K】,2020-12-04,1,
MSX8QbJR0eQ,気まぐれメルシィKimagure Mercy/アキ・ローゼンタール【歌ってみた】,2020-10-11,1,
Ii7rtNaGlls,【3DMV】シャルイース /Aki Rosenthal【ホロライブ|民族調オリジナル】,2020-06-29,0,
FZ_Ncg2Ho6M,【back number】クリスマスソング /3DオリジナルMVアキロゼ【歌ってみた】,2019-12-24,1,
IN0KT2ABM10,【KOKIA】I believe -海の底から-【cover/Aki Rosenthal】,2019-03-10,1,
Tvx2UWi59pQ,未練レコード【ときのそら × 40mP】歌ってみた/アキロゼcover,2018-10-09,1,
8c7ZHCnQKDQ,kawaii ASMR music『Chocolate Pandemic』キミの元に出荷します🍫【kAmP/アキロゼ（ホロライブ）】,2020-02-14,0,
8fqjcg2uRYs,kawaii ASMR music 360°VR MV『Nekoze Punch!!』 朝ですよ～！【kAmP/アキロゼ】,2019-12-25,0,
BmHBJg7_4jE,三月のパンタシア-コラージュ『 衛宮さんちの今日のごはんED』Hololive/アキ・ローゼンタール(Cover),2020-09-20,1,
4t1QBusdAwk,【ドMホイホイ】タイトルなんて自分で考えなさいな【Cover/#アキ・ローゼンタール】,2020-11-03,1,
PLSFufsW8tU,【 #ホロライブ9週連続リリース​ 】『Suspect』Release!!みんなで収録裏話【ホロライブ/ロボ子さん 百鬼あやめ アキロゼ】,2021-02-02,5,
REDsLGiscdo,シャルイース,2020-07-17,2,
iuA06PWPB9U,ヒロインオーディション,2021-02-17,2,
PlMoajtO-Qw,ミラクルペイント OSTER project【アキロゼcover】歌ってみたボカロ,2018-12-24,1,
cT-E4SiE7n8,【歌ってみた】115万キロのフィルム / Official髭男dism covered by岸堂天真【ホロスターズ】,2021-12-14,1,
A9HY4DsRTCg,1st Single 【 REDHEART 】,2021-01-11,0,
9mj2QJE-UOI,Original song【 Infinity 】,2021-06-03,0,
_uMQCVHdwUI,Infinity 【3DLIVE】,2021-11-19,0,
Z8TnOhIxN90,ECHO/赤井はあと【歌ってみた】,2019-06-02,1,
mRCfFS0SsCk,THE MOST CRAZY VIDEO.,2021-09-07,1,
NvOHijJqups,Ievan Polkka　ロイちゃま,2020-11-20,1,
IT186xDTwUU,HAACHAMA COOKING SONG♪,2020-12-12,0,
QLCcomFf8Yc,Senbonsakura/English version (covered by Akai Haato),2020-01-20,1,
N0vBDacTJ9k,POPIPO HAACHAMA,2021-01-27,1,
oyeunIMPYKo,We will rock you / HAACHAMACHAMA ver,2020-09-22,1,
mB2hfFe3geg,"John Denver - Take Me Home, Country Roads (Cover by Akaihaato)",2020-12-05,1,
mKORVdoWU2E,Sweets parade/赤井はあと 【歌ってみた】,2018-12-21,1,
IGmnlol_7Xk,HAACHAMA HORROR SONG,2020-12-10,0,
UdNsz8y3Bwg,INSANE CRAZY VIDEO,2020-07-13,0,
ENSxJQ1o2ZA,【10万人記念】私、アイドル宣言/赤井はあと【歌ってみた】,2019-09-27,1,
iO49k8GEVhI,Country Road/ John Denver,2019-12-08,6,
FUc8LdBiyIE,Last Christmas/Wham! Akaihaato,2019-12-12,1,
I5hi2-Un4lw,We Wish You a Merry Christmas/Christmas song Akaihaato,2019-12-16,1,
YsETa3OIe8M,『Silent Night』/Christmas Carols Akaihaato,2019-12-25,1,
JR6kZQMFBa0,YOU ARE OTAKU!!!,2020-06-21,1,
BwV1o4fkKcA,All degenerates listen it!!!!!,2020-06-14,1,
t2OMO4LPfSQ,WTF IS THIS !?,2020-06-23,1,
Cfo9ZDTrKMs,HIHIHAAACHAMAAAAAAAAAAAA,2020-06-30,1,
OfMvQ9TmJTc,RAP God chama,2021-12-02,0,
dEbxC5S2Rwo,KUSA FEET RAP,2021-12-07,0,
iQroU4ZRgE8,I Will Rock You,2021-12-04,0,
2BEBK9oS5hk,I Love You,2021-12-06,0,
IkqhK72hE4I,YABE YABE RAP,2021-12-06,0,
uk9IUTeUesc,DIS RAP,2021-12-13,0,
9qZvzL7Qfcw,THE END,2021-12-14,0,
pkGvRvyEItM,Akaihaato - REDHEART 1st original song,2020-06-06,3,
RtQSA2ZFYw0,💓Dua Lipa - Don't Start Now ( cover by Akaihaato ),2020-06-02,1,
CP3U4kMeoX4,Ed Sheeran - Shape Of You (cover by Akaihaato),2020-05-20,1,
NaPfcTetF-M,All I Want For Christmas Is You - Mariah Carey (cover) by Akaihaato,2019-12-24,1,
g9PVBxYnQA8,【替え歌】修羅場カップルが「Lemon」歌ったら酷いことになった...【ホロライブ/赤井はあと】,2020-05-10,1,
QqwPBZXtzF4,Lemon by Akai Haato [ENG SUB][MTL],2020-05-11,4,
iKZYJWxuLC8,【歌ってみた】World is Mine/ワールドイズマイン【赤井はあと】,2020-02-27,1,
186mRykKdAc,World is Mine/Akai Haato,2020-08-21,4,
X9zw0QF12Kc,サクラカゼ / さくらみこ【オリジナル曲】,2020-03-27,0,
Y8o4goeVM0o,マイネームイズエリート☆ / さくらみこ【オリジナル曲】,2019-02-26,0,
HiLnCY9qjSo,さくら色ハイテンション！ / さくらみこ【オリジナル曲】,2020-12-23,0,
8ZVrn4lHLqw,【Original】花月ノ夢 【hololive/さくらみこ】,2021-08-28,0,
K57XcDsUl6A,【100万人記念に】みこちがやってきたぞっ - アカリがやってきたぞっ / Covered by さくらみこ【歌ってみた】,2021-07-05,1,
IZWuK1ljlS0,【新衣装で】DECO*27 - 愛言葉Ⅲ feat. 初音ミク/covered by さくらみこ【4K/歌ってみた】,2020-01-01,1,
z4Md4zHQWJ8,【1周年記念】ユキトキ 歌ってみた 【オリジナルMV/4K】さくらみこ cover.,2019-08-03,1,
uRB1G0cKpIk,【#ホロWACCA】『ぺこみこ大戦争！！』フルMV【さくらみこ/兎田ぺこら ホロライブ】,2020-11-16,0,
MkSkQBIhGus,【2人で】POPP​Y PAPPY​ DAY 歌ってみた【#みっころね24】,2019-09-24,1,
VeWlafLgrMs,【试着唱了下】夢路らびりんす/Urara迷路帖OP - Short ver -【REALITY】,2018-09-20,1,
2EI3SVrK79Q,COEXIST RAP,2021-12-16,0,
X8j49duZjwc,阿修羅ちゃん／天音かなた(cover),2021-12-16,1,
80XFDi-Vz8c,シューティングスター,2021-12-14,2,
eBjPG7oxqFU,アニマル / 猫又おかゆ(cover),2021-12-17,1,
v8P0kVHnCAM,Chat about Reine's NEW SONGS + eat food + chill 【Pavolia Reine/hololiveID 2nd gen】,2021-12-18,5,
j28SJWoSbOY,シル・ヴ・プレジデント - 尾丸ポルカ(cover),2021-12-19,1,
VgqSwPQkxTc,HAACHAMA-therf*cker /Prod. by Soulker,2020-08-06,0,
zSYo8ZIIU88,はあちゃまチャンネル♪【テーマソング】,2020-07-08,0,
PzHBe7lsv8w,HAACHAMA Rap　/Prod. by Mixla,2020-07-31,0,
p5oAhNG9eek,BAD WORD RAP by HAACHAMA,2021-08-29,0,
tRwn1WGHtLs,Haachama of meme life rap (prod. Nxnja),2020-09-03,0,
X8f066d0KMg,Choco♡Melty,2021-12-19,2,
kPyLnwSXqkA,The Twelve Days of Christmas - hololive English Cover,2021-12-21,1,
F0HYncCxSgg,【告知】嬉しいポロリ有り【奏手イヅル/アステル・レダ/花咲みやび/岸堂天真】,2021-12-20,5,
SjzHCoKimGM,単位なんてくそくらえRAP,2021-12-21,0,
0OtNQEpSeIA,チューリングラブ /Cover 湊あくあ/猫又おかゆ【ホロライブ】,2020-09-27,1,
j7pM4M9tO70,メンヘラじゃないもん！ /Cover 湊あくあ/紫咲シオン【ホロライブ】,2021-09-05,1,
6Wbto57VKWk,うまぴょい伝説 /Cover ホロライブ,2021-10-03,1,
O8v5S1nhKzo,【１周年記念】ダダダダ天使／湊あくあ【歌ってみた】,2019-08-17,1,
6bnaBnd4kyU,【original】#あくあ色ぱれっと【ホロライブ/湊あくあ】,2020-12-01,0,
4N_HwrzWCac,【引き籠りが】グッバイ宣言／湊あくあ【歌ってみた】,2021-04-30,1,
-aB6MQU8l1s,【バレンタインに】インドア系ならトラックメイカー／湊あくあ【歌ってみた】,2019-02-14,1,
rbPa0Qp3zJQ,【あてぃし】ヴァンパイア／湊あくあ【歌ってみた】,2021-06-12,1,
0fTmEfBvp50,【誕生日に】Ubiquitous dB／湊あくあ【歌ってみた】,2019-12-08,1,
CZGFm-O5IOU,Minato Aqua - For The Win 【湊あくあ/オリジナル曲】,2020-10-26,0,
UXUn_ZqeM4Q,【２周年記念】ワンルームシュガーライフ／湊あくあ【歌ってみた】,2020-08-09,1,
Snn2gWq-3KY,Aqua Cat [Minato Aqua/hololive],2021-05-09,1,
tuWw5EQPGlc,【original】海想列車／湊あくあ【アニメーションMV】,2021-08-09,0,
uBS7xpLWSNM,シンデレラ / 湊あくあ(cover),2021-09-16,1,
fXeM0fXvOp8,【original】きらきら／湊あくあ【アニメーションMV】,2021-12-01,0,
gP8iNSq6Kwc,【original】ヨーコソ！Sweet Carnival！【横須賀フェステーマソング】,2021-07-15,0,
xGihoycGivE,#あくあ色ぱれっと,2020-08-28,2,
eNqzYDEhu9o,海想列車,2021-08-10,2,
HJ0Nhf9wiy8,aqua iro palette,2021-09-25,2,
KcDrolrT0Rs,uni-birth,2021-12-01,2,
2pYaIr-4pfA,【アイドルが】誇り高きアイドル／湊あくあ【歌ってみた】,2021-12-21,1,
C4HF2vkfE0s,[Hololive] Minato Aqua sings Say It!/Itte/言って by Yorushika/ヨルシカ,2020-11-11,4,
1MiDtfYJdko,湊あくあ - Take Over - 所向无前 | Worlds 2020 - League of Legends,2020-10-26,4,
kbwKFoZfwaA,【歌ってみた】magnet【湊あくあ×犬山たまき】,2018-12-29,1,
meIpjTUePWU,【Minato Aqua× Inuyama Tamaki】magnet【Cover】,2020-08-26,4,
uZcwaM7By28,Menhera Chan feat Minato Aqua - Kyuukyoku Unbalance! [Opening Bofuri],2020-09-24,4,
XBZ8y7_TD3c,愛をこめて花束を (Ai wo Komete Hanataba wo) - 湊あくあ Cover (Minato Aqua Cover),2020-07-07,4,
SQHYwfEDEnU,Oath Sign (cover) by Minato Aqua,2020-02-17,4,
g6u60RKXxOs,湊あくあ Minatoaqua - 小さな手のひら The Palm of Tiny Hand,2020-05-14,4,
FvbiDaEuuzE,【湊あくあ】なんでもないや (from bilibili),2020-12-29,4,
NryNj6AIWQw,Minato Aqua - Yomosugara Kimi Omou「 夜もすがら君想ふ / 夜里亦始终想念着你」(Cover),2021-07-15,4,
hROBCORN2Dk,"【湊あくあ】 Minato Aqua - rain stops, good-bye 【Cover】",2020-07-09,4,
rZURT15BljE,【オリジナルMV】「おおかみは赤ずきんに恋をした」歌ってみた【神楽めあ× 湊あくあ】,2019-12-25,1,
yS2rcvR6tFI,【オリジナルMV】「クノイチでも恋がしたい」歌ってみた【神楽めあ× 湊あくあ】,2019-04-26,1,
uHR192QL_F4,『Last Christmas WHAM!』Short Covered by MinatoAqua,2021-07-06,4,
Zhp0uJ8CjBQ,"Aqua sing ""Yagoo Daikazoku""",2020-01-19,4,
hC_kCb8o3A4,Drop pop candy (cover) by Minato Aqua,2020-06-03,4,
KdsFfcBknxM,お願いマッスル / covered by 犬山たまき×湊あくあ,2019-11-15,1,
pMrgUPZdMDU,【Hololive/Eng Subs】Minato Aqua/湊あくあ - Karakuri Pierrot/からくりピエロ MV/PV,2021-01-16,4,
2GYTPVKBfKY,Heartbeat From You (cover) by Minato Aqua,2020-08-30,4,
19lBvUuXQlM,【Minato Aqua/Hololive】Aqua's Theory of Happiness【Eng Subs】,2021-01-15,4,
cCEErFmDvbw,Minato Aqua - Letter Song (Cover),2021-04-21,4,
LEyrxv1refw,Catch The Moment (cover) by MeAqua,2020-08-29,4,
RpiPeAKx3Rc,フォニイ / 角巻わため(Cover),2021-12-21,1,
JdmabABHdwU,Magic Word Orchestra,2021-12-20,2,
SNX6Gck9UIE,アニマル / 獅白ぼたん(cover),2021-12-21,1,
0BBZs5rZktc,『e-ma e-ma』歌って踊ってみた【ホロライブ / 湊あくあ】,2021-02-20,1,
5X8WDBEc_PE,【歌ってみた】乙女解剖／紫咲シオン,2019-03-31,1,
OtpqIXEkMQA,【歌ってみた】Mrs.Pumpkinの滑稽な夢／紫咲シオン×猫又おかゆ【ハロウィン】,2019-10-31,1,
hTBJMFkchqk,【ラブラブで】スキキライ／紫咲シオン×猫又おかゆ【歌ってみた】,2019-08-14,1,
NO66dNMwmbU,白日 / King Gnu (covered by 紫咲シオン)【歌ってみた/4K】,2020-03-29,1,
4X-eZH87BTw,夜に駆ける / Covered by 紫咲シオン【YOASOBI】,2020-07-29,1,
OXAkx5_A9rE,KING／Covered by紫咲シオン【歌ってみた】,2020-11-15,1,
SoSuMVviNaU,おこちゃま戦争／Covered by紫咲シオン＆湊あくあ【歌ってみた/4K】,2020-12-08,1,
5fifnky9v_I,うっせぇわ／Covered by紫咲シオン【歌ってみた】,2021-03-12,1,
jso4f52Pl6Y,ヴァンパイア／Covered by紫咲シオン【歌ってみた】,2021-04-18,1,
9S0-GoCSk38,踊／Covered by紫咲シオン【歌ってみた】,2021-07-31,1,
pMNnZIz6YYM,【original】メイジ・オブ・ヴァイオレット【ホロライブ/紫咲シオン】,2021-08-17,1,
XN3oe_aAQ40,フロントメモリー／Covered by紫咲シオン【歌ってみた】,2021-08-31,1,
LHSLuBt7aB8,神っぽいな／Covered by紫咲シオン【歌ってみた】,2021-11-28,1,
7TCcgdMfPco,フォニイ／Covered by紫咲シオン【歌ってみた】,2021-12-08,1,
xZ-JYcfAVc0,【 #shorts 】MAGE OF VIOLET💜【hololive/紫咲シオン】,2021-08-22,6,
z0JaDmwLnMU,メイジ・オブ・ヴァイオレット,2021-08-17,2,
kME-THO4EIk,チカっとチカ千花っ♡／紫咲シオン/ Murasaki Shion sings Chikatto Chika Chika from Kaguya-sama: Love is War (Recovery),2020-11-10,4,
pz0wzRp7nic,わくわくエブリデイ,2021-12-06,2,
